'a'ke'tai 阿克泰
'sai'man'tong 噻螨酮
'sai'man'wei 噻螨威
'sai'mei'tong 噻霉酮
'sai'qin'tong 噻嗪酮
'sai'shu'tong 噻鼠酮
'sai'zuo'lin 噻唑膦
'sai'zuo'xin 噻唑锌
'san'ben'lin 三苯磷
'san'ding'lin 三丁磷
'san'fu'jia'bi'mi 三氟甲吡醚
'san'fu'lv'qing'ju'zhi 三氟氯氰菊酯
'san'fu'mi'zuo 三氟咪唑
'san'hua'ming 三化螟
'san'huan'xi 三环锡
'san'huan'zuo 三环唑
'san'lin'xi 三磷锡
'san'liu'lin 三硫磷
'san'lv'sha'man'chun 三氯杀螨醇
'san'lv'sha'man'feng 三氯杀螨砜
'san'lv'yi'qing'niao'suan 三氯异氰尿酸
'san'zuo'chun 三唑醇
'san'zuo'lin 三唑磷
'san'zuo'liu'lin 三唑硫磷
'san'zuo'tong 三唑酮
'san'zuo'xi 三唑锡
'sha'bai'lin 莎稗磷
'sha'cao'an 杀草胺
'sha'chong'an 杀虫安
'sha'chong'dan 杀虫单
'sha'chong'dan'an 杀虫单铵
'sha'chong'ding 杀虫钉
'sha'chong'huan 杀虫环
'sha'chong'huang 杀虫磺
'sha'chong'mi 杀虫脒
'sha'chong'shuang 杀虫双
'sha'ling'niao 杀铃脲
'sha'luo'an'yi'chun'an'yan 杀螺胺乙醇铵盐
'sha'man'mi 杀螨脒
'sha'man'te 杀螨特
'sha'ming'dan 杀螟丹
'sha'ming'gan'jun 杀螟杆菌
'sha'ming'ju'zhi 杀螟菊酯
'sha'ming'liu'lin 杀螟硫磷
'sha'ming'wei 杀螟威
'sha'pu'lin 杀扑磷
'sha'xian'wei 杀线威
'shan'dong'ao'de'li'hua'gong'you'xian'gong'si 山东奥得利化工有限公司
'shan'dong'ao'feng'hua'gong'ke'ji'you'xian'ze'ren'gong'si 山东奥丰化工科技有限责任公司
'shan'dong'ao'kai'nong'ye'fa'zhan'you'xian'gong'si 山东奥凯农业发展有限公司
'shan'dong'bai'er'hua'gong'you'xian'gong'si 山东拜尔化工有限公司
'shan'dong'bai'er'hua'gong'you'xian'gong'si 山东拜耳化工有限公司
'shan'dong'bai'wei'nong'yao'you'xian'gong'si 山东百威农药有限公司
'shan'dong'bai'xin'sheng'wu'ke'ji'you'xian'gong'si 山东百信生物科技有限公司
'shan'dong'bai'yun'nong'yao'you'xian'gong'si 山东白云农药有限公司
'shan'dong'bin'chang'hua'xue'you'xian'gong'si 山东滨昌化学有限公司
'shan'dong'bin'nong'ke'ji'you'xian'gong'si 山东滨农科技有限公司
'shan'dong'cao'da'hua'gong'you'xian'gong'si 山东曹达化工有限公司
'shan'dong'chang'yu'ji'tuan'you'xian'gong'si 山东昌裕集团有限公司
'shan'dong'da'cheng'nong'yao'gu'fen'you'xian'gong'si 山东大成农药股份有限公司
'shan'dong'da'cheng'yao'ye'you'xian'gong'si 山东大成药业有限公司
'shan'dong'de'zhou'da'cheng'nong'yao'you'xian'gong'si 山东德州大成农药有限公司
'shan'dong'dong'fang'nong'yao'ke'ji'shi'ye'gong'si 山东东方农药科技实业公司
'shan'dong'dong'tai'nong'hua'you'xian'gong'si 山东东泰农化有限公司
'shan'dong'dong'xin'sheng'wu'nong'yao'you'xian'gong'si 山东东信生物农药有限公司
'shan'dong'fu'an'ji'tuan'nong'yao'you'xian'gong'si 山东富安集团农药有限公司
'shan'dong'fu'bang'nong'ye'ke'ji'kai'fa'you'xian'gong'si 山东富邦农业科技开发有限公司
'shan'dong'fu'xian'da'nong'yao'you'xian'gong'si 山东富先达农药有限公司
'shan'dong'gui'he'sheng'wu'ke'ji'you'xian'gong'si 山东贵合生物科技有限公司
'shan'dong'guo'run'sheng'wu'nong'yao'you'xian'ze'ren'gong'si 山东国润生物农药有限责任公司
'shan'dong'ha'wei'si'sheng'hua'ke'ji'you'xian'gong'si 山东哈维斯生化科技有限公司
'shan'dong'hai'er'san'li'sheng'wu'hua'gong'you'xian'gong'si 山东海而三利生物化工有限公司
'shan'dong'hai'li'xin'nong'hua'you'xian'gong'si 山东海立信农化有限公司
'shan'dong'hai'xun'sheng'wu'hua'xue'you'xian'gong'si 山东海讯生物化学有限公司
'shan'dong'han'nong'hua'xue'you'xian'gong'si 山东韩农化学有限公司
'shan'dong'han'xing'hua'xue'gong'ye'you'xian'gong'si 山东汉兴化学工业有限公司
'shan'dong'he'yi'hua'gong'you'xian'gong'si 山东禾宜化工有限公司
'shan'dong'he'ze'yuan'feng'nong'yao'you'xian'gong'si 山东菏泽源丰农药有限公司
'shan'dong'heng'feng'hua'xue'you'xian'gong'si 山东恒丰化学有限公司
'shan'dong'heng'li'da'hua'xue'pin'gong'si 山东恒利达化学品公司
'shan'dong'hong'hui'yan'cao'yong'yao'you'xian'gong'si 山东鸿汇烟草用药有限公司
'shan'dong'hong'jian'nong'yao'you'xian'gong'si 山东红箭农药有限公司
'shan'dong'hua'yang'he'le'nong'yao'you'xian'gong'si 山东华阳和乐农药有限公司
'shan'dong'hua'yang'ke'ji'gu'fen'you'xian'gong'si 山东华阳科技股份有限公司
'shan'dong'hui'bai'nong'yao'you'xian'gong'si 山东惠佰农药有限公司
'shan'dong'ji'ning'hong'fa'hua'gong'you'xian'gong'si 山东济宁弘发化工有限公司
'shan'dong'jia'he'hua'gong'you'xian'gong'si 山东嘉禾化工有限公司
'shan'dong'jin'nong'hua'yao'ye'you'xian'gong'si 山东金农华药业有限公司
'shan'dong'jing'bo'nong'hua'you'xian'gong'si 山东京博农化有限公司
'shan'dong'jing'feng'yao'ye'you'xian'gong'si 山东京逢药业有限公司
'shan'dong'jing'peng'sheng'wu'yao'ye'gu'fen'you'xian'gong'si 山东京蓬生物药业股份有限公司
'shan'dong'jiu'zhou'nong'yao'you'xian'gong'si 山东九洲农药有限公司
'shan'dong'jun'de'li'hua'gong'you'xian'gong'si 山东君得利化工有限公司
'shan'dong'kai'nuo'sheng'wu'ji'shu'you'xian'gong'si 山东凯诺生物技术有限公司
'shan'dong'kang'jia'hua'gong'you'xian'gong'si 山东康家化工有限公司
'shan'dong'ke'shi'da'nong'yao'you'xian'gong'si 山东科仕达农药有限公司
'shan'dong'ke'xin'sheng'wu'hua'xue'you'xian'gong'si 山东科信生物化学有限公司
'shan'dong'kun'feng'sheng'wu'hua'gong'you'xian'gong'si 山东坤丰生物化工有限公司
'shan'dong'le'bang'hua'xue'pin'you'xian'gong'si 山东乐邦化学品有限公司
'shan'dong'lei'nuo'sheng'wu'ke'ji'you'xian'gong'si 山东雷诺生物科技有限公司
'shan'dong'li'bang'hua'gong'you'xian'gong'si 山东力邦化工有限公司
'shan'dong'li'bang'nong'hua'you'xian'gong'si 山东利邦农化有限公司
'shan'dong'liao'cheng'lan'wei'hua'gong'you'xian'gong'si 山东聊城蓝威化工有限公司
'shan'dong'liao'cheng'sai'da'shi'ye'you'xian'ze'ren'gong'si 山东聊城赛达实业有限责任公司
'shan'dong'liao'cheng'sai'de'nong'yao'you'xian'gong'si 山东聊城赛德农药有限公司
'shan'dong'lin'yi'hua'lian'hua'gong'you'xian'gong'si 山东临沂化联化工有限公司
'shan'dong'lin'yi'shi'wei'er'ya'jing'xi'hua'gong'chang 山东临沂市维尔雅精细化工厂
'shan'dong'lu'kang'sheng'wu'nong'yao'you'xian'ze'ren'gong'si 山东鲁抗生物农药有限责任公司
'shan'dong'luo'bang'sheng'wu'nong'yao'you'xian'gong'si 山东罗邦生物农药有限公司
'shan'dong'lv'feng'nong'yao'you'xian'gong'si 山东绿丰农药有限公司
'shan'dong'mai'ying'de'hua'xue'you'xian'gong'si 山东迈英德化学有限公司
'shan'dong'mei'luo'fu'nong'hua'you'xian'gong'si 山东美罗福农化有限公司
'shan'dong'nong'fu'sheng'wu'ke'ji'you'xian'gong'si 山东农夫生物科技有限公司
'shan'dong'nuo'hua'nong'yao'you'xian'gong'si 山东诺华农药有限公司
'shan'dong'ping'yin'nong'yao'chang 山东平阴农药厂
'shan'dong'qi'fa'yao'ye'you'xian'gong'si 山东齐发药业有限公司
'shan'dong'qi'lin'nong'hua'you'xian'gong'si 山东麒麟农化有限公司
'shan'dong'qiao'chang'hua'xue'you'xian'gong'si 山东侨昌化学有限公司
'shan'dong'rong'bang'hua'gong'you'xian'gong'si 山东荣邦化工有限公司
'shan'dong'rui'chuang'hua'gong'you'xian'gong'si 山东锐创化工有限公司
'shan'dong'run'yang'hua'xue'you'xian'gong'si 山东润扬化学有限公司
'shan'dong'san'nong'nong'yao'you'xian'gong'si 山东三农农药有限公司
'shan'dong'san'yuan'gong'mao'you'xian'gong'si 山东三元工贸有限公司
'shan'dong'shen'wang'sheng'wu'yao'ye'you'xian'gong'si 山东申王生物药业有限公司
'shan'dong'shen'xing'nong'yao'you'xian'gong'si 山东神星农药有限公司
'shan'dong'sheng'bang'lu'nan'nong'yao'you'xian'gong'si 山东胜邦鲁南农药有限公司
'shan'dong'sheng'bang'lv'ye'hua'xue'you'xian'gong'si 山东胜邦绿野化学有限公司
'shan'dong'sheng'bei'fang'zhi'yao'chang 山东省北方制药厂
'shan'dong'sheng'chang'qing'nong'yao'chang'you'xian'gong'si 山东省长清农药厂有限公司
'shan'dong'sheng'chang'yi'shi'hua'gong'chang 山东省昌邑市化工厂
'shan'dong'sheng'cheng'wu'xian'fu'li'hua'gong'zong'chang 山东省成武县福利化工总厂
'shan'dong'sheng'cheng'wu'xian'nong'yao'chang 山东省成武县农药厂
'shan'dong'sheng'de'zhou'nong'yao'chang 山东省德州农药厂
'shan'dong'sheng'de'zhou'shen'nong'hua'gong'you'xian'gong'si 山东省德州神农化工有限公司
'shan'dong'sheng'de'zhou'tian'bang'nong'hua'you'xian'gong'si 山东省德州天邦农化有限公司
'shan'dong'sheng'de'zhou'xiang'long'sheng'hua'you'xian'gong'si 山东省德州祥龙生化有限公司
'shan'dong'sheng'de'zhou'zheng'yi'nong'yao'you'xian'gong'si 山东省德州正义农药有限公司
'shan'dong'sheng'dong'du'nong'yao'chang 山东省东都农药厂
'shan'dong'sheng'dong'ying'sheng'de'jing'xi'hua'gong'chang 山东省东营胜德精细化工厂
'shan'dong'sheng'dong'ying'shi'dong'ying'qu'lv'yuan'hua'gong'chang 山东省东营市东营区绿源化工厂
'shan'dong'sheng'dong'ying'shi'nong'yao'chang 山东省东营市农药厂
'shan'dong'sheng'gao'mi'shi'lv'zhou'hua'gong'you'xian'gong'si 山东省高密市绿洲化工有限公司
'shan'dong'sheng'he'ze'nong'yao'chang 山东省菏泽农药厂
'shan'dong'sheng'he'ze'shi'ao'li'qi'jing'xi'hua'gong'chang 山东省菏泽市澳力奇精细化工厂
'shan'dong'sheng'he'ze'shi'nong'feng'hua'gong'chang 山东省菏泽市农丰化工厂
'shan'dong'sheng'he'ze'shi'nong'feng'hua'xue'zhi'ji'chang 山东省菏泽市农丰化学制剂厂
'shan'dong'sheng'ji'nan'an'ping'zhi'yao'you'xian'gong'si 山东省济南安平制药有限公司
'shan'dong'sheng'ji'nan'dong'he'hua'gong'you'xian'gong'si 山东省济南东合化工有限公司
'shan'dong'sheng'ji'nan'fu'rui'de'hua'gong'you'xian'gong'si 山东省济南福瑞德化工有限公司
'shan'dong'sheng'ji'nan'jin'di'nong'yao'you'xian'gong'si 山东省济南金地农药有限公司
'shan'dong'sheng'ji'nan'jin'ke'sheng'hua'you'xian'gong'si 山东省济南金科生化有限公司
'shan'dong'sheng'ji'nan'ke'hai'you'xian'gong'si 山东省济南科海有限公司
'shan'dong'sheng'ji'nan'lv'bang'hua'gong'you'xian'gong'si 山东省济南绿邦化工有限公司
'shan'dong'sheng'ji'nan'mei'luo'da'nong'hua'you'xian'gong'si 山东省济南美罗达农化有限公司
'shan'dong'sheng'ji'nan'quan'li'zhi'yao'you'xian'gong'si 山东省济南全力制药有限公司
'shan'dong'sheng'ji'nan'ru'zi'niu'shi'ye'you'xian'gong'si 山东省济南孺子牛实业有限公司
'shan'dong'sheng'ji'nan'sai'ke'hua'gong'you'xian'gong'si 山东省济南赛克化工有限公司
'shan'dong'sheng'ji'nan'sai'pu'shi'ye'you'xian'gong'si 山东省济南赛普实业有限公司
'shan'dong'sheng'ji'nan'shi'bang'nong'hua'you'xian'gong'si 山东省济南仕邦农化有限公司
'shan'dong'sheng'ji'nan'tian'bang'hua'gong'you'xian'gong'si 山东省济南天邦化工有限公司
'shan'dong'sheng'ji'nan'ya'li'nong'yao'you'xian'gong'si 山东省济南雅力农药有限公司
'shan'dong'sheng'ji'nan'yi'nong'hua'gong'you'xian'gong'si 山东省济南一农化工有限公司
'shan'dong'sheng'ji'ning'shi'tong'da'hua'gong'chang 山东省济宁市通达化工厂
'shan'dong'sheng'ji'ning'shi'yi'min'hua'gong'chang 山东省济宁市益民化工厂
'shan'dong'sheng'ji'ning'xin'xing'hua'gong'chang 山东省济宁新星化工厂
'shan'dong'sheng'ji'ning'xing'huo'nong'yao'chang 山东省济宁星火农药厂
'shan'dong'sheng'ju'xian'sheng'wu'hua'xue'chang 山东省莒县生物化学厂
'shan'dong'sheng'ju'ye'xian'kang'wei'jing'xi'hua'gong'chang 山东省巨野县康威精细化工厂
'shan'dong'sheng'ju'ye'xian'wan'xing'nong'yao'chang 山东省巨野县万兴农药厂
'shan'dong'sheng'lai'yang'shi'xing'huo'nong'yao'you'xian'gong'si 山东省莱阳市星火农药有限公司
'shan'dong'sheng'le'ling'shi'de'le'hua'gong'you'xian'gong'si 山东省乐陵市德乐化工有限公司
'shan'dong'sheng'li'gu'fen'you'xian'gong'si 山东胜利股份有限公司
'shan'dong'sheng'li'sheng'wu'ji'shu'kai'fa'you'xian'gong'si 山东胜利生物技术开发有限公司
'shan'dong'sheng'lian'he'nong'yao'gong'ye'you'xian'gong'si 山东省联合农药工业有限公司
'shan'dong'sheng'liang'shan'chuan'tian'hua'xue'you'xian'gong'si 山东省梁山川田化学有限公司
'shan'dong'sheng'liang'shan'ji'shi'yu'hua'gong'you'xian'gong'si 山东省梁山及时雨化工有限公司
'shan'dong'sheng'liang'shan'lu'peng'hua'gong'you'xian'gong'si 山东省梁山鲁鹏化工有限公司
'shan'dong'sheng'liang'shan'shan'ying'hua'gong'you'xian'gong'si 山东省梁山山鹰化工有限公司
'shan'dong'sheng'liang'shan'xian'sheng'wu'hua'gong'chang 山东省梁山县生物化工厂
'shan'dong'sheng'liao'cheng'chang'jiang'hua'gong'you'xian'gong'si 山东省聊城长江化工有限公司
'shan'dong'sheng'liao'cheng'shi'chang'cheng'jing'xi'hua'gong'chang 山东省聊城市长城精细化工厂
'shan'dong'sheng'liao'cheng'shi'chang'feng'nong'yao'you'xian'gong'si 山东省聊城市昌丰农药有限公司
'shan'dong'sheng'liao'cheng'shi'hua'xia'hua'gong'you'xian'gong'si 山东省聊城市华夏化工有限公司
'shan'dong'sheng'liao'cheng'shi'na'mi'hua'gong'you'xian'gong'si 山东省聊城市纳米化工有限公司
'shan'dong'sheng'liao'cheng'shi'shu'guang'hua'gong'you'xian'gong'si 山东省聊城市曙光化工有限公司
'shan'dong'sheng'liao'cheng'shi'tai'xin'hua'gong'you'xian'gong'si 山东省聊城市泰鑫化工有限公司
'shan'dong'sheng'lin'yi'qiao'chang'hua'gong'you'xian'gong'si 山东省临沂侨昌化工有限公司
'shan'dong'sheng'lin'yi'shi'li'min'hua'gong'chang 山东省临沂市利民化工厂
'shan'dong'sheng'long'kou'shi'hua'gong'chang 山东省龙口市化工厂
'shan'dong'sheng'lv'shi'nong'yao'you'xian'gong'si 山东省绿士农药有限公司
'shan'dong'sheng'ning'yang'xian'bai'ma'fu'li'hua'gong'chang 山东省宁阳县白马福利化工厂
'shan'dong'sheng'peng'nong'yao'you'xian'gong'si 山东圣鹏农药有限公司
'shan'dong'sheng'qi'xia'shi'hua'gong'chang 山东省栖霞市化工厂
'shan'dong'sheng'qi'xia'shi'tong'da'hua'gong'you'xian'gong'si 山东省栖霞市通达化工有限公司
'shan'dong'sheng'qing'dao'cheng'yang'jun'fa'hua'gong'chang 山东省青岛城阳君发化工厂
'shan'dong'sheng'qing'dao'dong'sheng'yao'ye'you'xian'gong'si 山东省青岛东生药业有限公司
'shan'dong'sheng'qing'dao'feng'bang'nong'hua'you'xian'gong'si 山东省青岛丰邦农化有限公司
'shan'dong'sheng'qing'dao'ge'li'si'yao'ye'you'xian'gong'si 山东省青岛格力斯药业有限公司
'shan'dong'sheng'qing'dao'hai'bei'er'hua'gong'you'xian'gong'si 山东省青岛海贝尔化工有限公司
'shan'dong'sheng'qing'dao'hai'li'er'yao'ye'you'xian'gong'si 山东省青岛海利尔药业有限公司
'shan'dong'sheng'qing'dao'he'li'qi'ti'you'xian'gong'si 山东省青岛合利气体有限公司
'shan'dong'sheng'qing'dao'jin'hui'feng'hua'xue'you'xian'gong'si 山东省青岛金汇丰化学有限公司
'shan'dong'sheng'qing'dao'jin'zheng'nong'yao'you'xian'gong'si 山东省青岛金正农药有限公司
'shan'dong'sheng'qing'dao'kai'yuan'xiang'hua'gong'you'xian'gong'si 山东省青岛凯源祥化工有限公司
'shan'dong'sheng'qing'dao'run'sheng'nong'hua'you'xian'gong'si 山东省青岛润生农化有限公司
'shan'dong'sheng'qing'dao'shi'jiao'nan'sheng'wu'nong'yao'chang 山东省青岛市胶南生物农药厂
'shan'dong'sheng'qing'dao'shi'ping'du'yao'hua'hua'gong'chang 山东省青岛市平度耀华化工厂
'shan'dong'sheng'qing'dao'shi'qi'ba'nong'hua'you'xian'gong'si 山东省青岛市汽巴农化有限公司
'shan'dong'sheng'qing'dao'shi'zhi'wu'sheng'zhang'su'chang 山东省青岛市植物生长素厂
'shan'dong'sheng'qing'dao'xian'dai'nong'hua'you'xian'gong'si 山东省青岛现代农化有限公司
'shan'dong'sheng'qing'dao'yang'guang'nong'yao'you'xian'gong'si 山东省青岛阳光农药有限公司
'shan'dong'sheng'qing'zhou'shi'hua'gong'chang 山东省青州市化工厂
'shan'dong'sheng'qing'zhou'shi'nong'yao'chang 山东省青州市农药厂
'shan'dong'sheng'qu'fu'shi'er'fu'nong'yao'chang 山东省曲阜市尔福农药厂
'shan'dong'sheng'qu'fu'shi'hong'li'hua'gong'you'xian'gong'si 山东省曲阜市弘利化工有限公司
'shan'dong'sheng'shen'xian'lu'xi'hua'xue'gong'ye'gong'si 山东省莘县鲁西化学工业公司
'shan'dong'sheng'si'shui'feng'tian'nong'yao'you'xian'gong'si 山东省泗水丰田农药有限公司
'shan'dong'sheng'tai'an'shi'bao'feng'nong'yao'chang 山东省泰安市宝丰农药厂
'shan'dong'sheng'tai'an'shi'li'bang'nong'hua'you'xian'gong'si 山东省泰安市利邦农化有限公司
'shan'dong'sheng'teng'zhou'shi'nong'yao'chang 山东省滕州市农药厂
'shan'dong'sheng'tian'run'hua'gong'you'xian'gong'si 山东省天润化工有限公司
'shan'dong'sheng'wei'fang'ao'rui'si'nong'hua'you'xian'gong'si 山东省潍坊奥瑞斯农化有限公司
'shan'dong'sheng'wei'fang'ao'wei'te'nong'yao'you'xian'gong'si 山东省潍坊奥维特农药有限公司
'shan'dong'sheng'wei'fang'bo'hai'nong'yao'chang 山东省潍坊渤海农药厂
'shan'dong'sheng'wei'fang'hong'hui'hua'gong'you'xian'gong'si 山东省潍坊鸿汇化工有限公司
'shan'dong'sheng'wei'fang'ke'li'hua'gong'you'xian'gong'si 山东省潍坊科力化工有限公司
'shan'dong'sheng'wei'fang'lv'ba'hua'gong'you'xian'gong'si 山东省潍坊绿霸化工有限公司
'shan'dong'sheng'wei'fang'shi'nong'yao'jia'gong'chang 山东省潍坊市农药加工厂
'shan'dong'sheng'wei'fang'shi'nong'yao'shi'yan'chang 山东省潍坊市农药实验厂
'shan'dong'sheng'wei'fang'shi'rui'xing'nong'yao'you'xian'gong'si 山东省潍坊市瑞星农药有限公司
'shan'dong'sheng'wei'fang'tian'da'zhi'bao'you'xian'gong'si 山东省潍坊天达植保有限公司
'shan'dong'sheng'wei'hai'shi'huan'cui'qu'xing'fu'hua'gong'chang 山东省威海市环翠区幸福化工厂
'shan'dong'sheng'wei'hai'shi'nong'yao'chang 山东省威海市农药厂
'shan'dong'sheng'wen'deng'shi'zheng'long'hua'gong'you'xian'gong'si 山东省文登市正隆化工有限公司
'shan'dong'sheng'wen'shang'xian'sheng'wu'hua'gong'shi'yan'chang 山东省汶上县生物化工实验厂
'shan'dong'sheng'xia'jin'xian'hong'xing'hua'gong'chang 山东省夏津县红星化工厂
'shan'dong'sheng'yan'tai'ke'da'hua'gong'you'xian'gong'si 山东省烟台科达化工有限公司
'shan'dong'sheng'yan'tai'shi'mu'ping'qu'dong'fang'zhi'yao'chang 山东省烟台市牟平区东方制药厂
'shan'dong'sheng'yan'tai'shi'sheng'wu'nong'yao'chang 山东省烟台市生物农药厂
'shan'dong'sheng'yan'tai'wan'feng'yao'ye'you'xian'gong'si 山东省烟台万丰药业有限公司
'shan'dong'sheng'yan'zhou'shi'tian'cheng'hua'gong'you'xian'gong'si 山东省兖州市天成化工有限公司
'shan'dong'sheng'yan'zhou'zhong'cao'yao'nong'yao'chang 山东省兖州中草药农药厂
'shan'dong'sheng'yi'nan'xian'nong'yao'jia'gong'chang 山东省沂南县农药加工厂
'shan'dong'sheng'yu'cheng'shi'nong'yao'chang 山东省禹城市农药厂
'shan'dong'sheng'yu'tai'xian'nong'yao'chang 山东省鱼台县农药厂
'shan'dong'sheng'zhang'dian'xiang'yang'hua'gong'chang 山东省张店向阳化工厂
'shan'dong'sheng'zhao'yuan'san'lian'hua'gong'chang 山东省招远三联化工厂
'shan'dong'sheng'zhi'wu'bao'hu'zong'zhan'fu'wu'bu 山东省植物保护总站服务部
'shan'dong'sheng'zhu'cheng'chang'xing'zhong'yi'ji'you'xian'gong'si 山东省诸城昌兴种衣剂有限公司
'shan'dong'sheng'zi'bo'heng'sheng'nong'yao'you'xian'gong'si 山东省淄博恒生农药有限公司
'shan'dong'sheng'zi'bo'lv'jing'nong'yao'you'xian'gong'si 山东省淄博绿晶农药有限公司
'shan'dong'sheng'zi'bo'mei'tian'nong'yao'you'xian'gong'si 山东省淄博美田农药有限公司
'shan'dong'sheng'zi'bo'ren'min'zhi'yao'chang 山东省淄博人民制药厂
'shan'dong'sheng'zi'bo'shi'bo'shan'nong'yao'chang 山东省淄博市博山农药厂
'shan'dong'sheng'zi'bo'shi'zhou'cun'nong'yao'chang 山东省淄博市周村农药厂
'shan'dong'sheng'zou'ping'xian'lv'da'yao'ye'you'xian'gong'si 山东省邹平县绿大药业有限公司
'shan'dong'shou'guang'de'li'sheng'wu'nong'hua'you'xian'gong'si 山东寿光德力生物农化有限公司
'shan'dong'shou'guang'jia'li'nong'hua'you'xian'gong'si 山东寿光嘉利农化有限公司
'shan'dong'shou'guang'shuang'xing'nong'yao'you'xian'gong'si 山东寿光双星农药有限公司
'shan'dong'song'gang'hua'xue'you'xian'gong'si 山东松冈化学有限公司
'shan'dong'song'tian'hua'gong'you'xian'gong'si 山东松田化工有限公司
'shan'dong'tai'nuo'yao'ye'you'xian'gong'si 山东泰诺药业有限公司
'shan'dong'tian'cheng'nong'yao'you'xian'gong'si 山东天成农药有限公司
'shan'dong'tian'dao'sheng'wu'gong'cheng'you'xian'gong'si 山东天道生物工程有限公司
'shan'dong'tian'nuo'nong'yao'you'xian'gong'si 山东天诺农药有限公司
'shan'dong'tian'wei'nong'yao'you'xian'gong'si 山东天威农药有限公司
'shan'dong'tong'yong'hua'xue'pin'you'xian'gong'si 山东通用化学品有限公司
'shan'dong'wei'fang'run'feng'hua'gong'you'xian'gong'si 山东潍坊润丰化工有限公司
'shan'dong'wei'fang'wan'sheng'sheng'wu'nong'yao'you'xian'gong'si 山东潍坊万胜生物农药有限公司
'shan'dong'xian'da'hua'gong'you'xian'gong'si 山东先达化工有限公司
'shan'dong'xiang'cun'sheng'wu'ke'ji'you'xian'gong'si 山东乡村生物科技有限公司
'shan'dong'xiang'long'hua'gong'you'xian'gong'si 山东祥隆化工有限公司
'shan'dong'xin'bang'sheng'wu'hua'xue'you'xian'gong'si 山东信邦生物化学有限公司
'shan'dong'xin'he'nong'yao'hua'gong'you'xian'gong'si 山东新禾农药化工有限公司
'shan'dong'xin'nong'ji'sheng'wu'ke'ji'you'xian'gong'si 山东新农基生物科技有限公司
'shan'dong'xin'nong'nong'yao'you'xian'gong'si 山东鑫农农药有限公司
'shan'dong'xin'shi'li'sheng'wu'ke'ji'you'xian'gong'si 山东新势立生物科技有限公司
'shan'dong'xin'xing'nong'yao'you'xian'gong'si 山东鑫星农药有限公司
'shan'dong'ya'xing'nong'yao'you'xian'gong'si 山东亚星农药有限公司
'shan'dong'yi'jia'nong'hua'you'xian'gong'si 山东亿嘉农化有限公司
'shan'dong'yi'li'si'nong'hua'you'xian'gong'si 山东意利斯农化有限公司
'shan'dong'yi'song'sheng'hua'you'xian'gong'si 山东一松生化有限公司
'shan'dong'yu'cheng'sheng'hua'nong'yao'you'xian'gong'si 山东玉成生化农药有限公司
'shan'dong'yun'sheng'sheng'wu'ke'ji'you'xian'gong'si 山东运盛生物科技有限公司
'shan'dong'zhao'yuan'shi'di'san'hua'gong'chang 山东招远市第三化工厂
'shan'dong'zheng'wang'gong'mao'you'xian'gong'si 山东正旺工贸有限公司
'shan'dong'zhong'bang'nong'yao'you'xian'gong'si 山东众邦农药有限公司
'shan'dong'zhong'hua'jin'chu'kou'ji'tuan'gong'si 山东中化进出口集团公司
'shan'dong'zhong'ke'qiao'chang'hua'gong'you'xian'gong'si 山东中科侨昌化工有限公司
'shan'dong'zhong'rui'sheng'wu'ke'ji'you'xian'gong'si 山东中瑞生物科技有限公司
'shan'dong'zhong'shi'yao'ye'you'xian'gong'si 山东中石药业有限公司
'shan'dong'zhong'xin'hua'xue'you'xian'gong'si 山东中信化学有限公司
'shan'dong'zi'bo'kang'li'nong'yao'you'xian'gong'si 山东淄博康力农药有限公司
'shan'dong'zou'ping'nong'yao'you'xian'gong'si 山东邹平农药有限公司
'shan'lang'dang'jian 山莨菪碱
'shen'zhen'nong'xin'da'you'xian'gong'si 深圳农信达有限公司
'shen'zhen'nuo'pu'xin'nong'hua'gu'fen'you'xian'gong'si 深圳诺普信农化股份有限公司
'shen'zhen'shi'qin'feng'nong'hua'you'xian'gong'si 深圳市勤丰农化有限公司
'shen'zhi'ji 砷制剂
'shen'zhou'hua'gong'you'xian'gong'si 神州化工有限公司
'shi'er'tan'xi'chun 十二碳烯醇
'shi'man'niao 虱螨脲
'shi'si'tan'er'xi'chun 十四碳二烯醇
'shi'si'tan'er'xi'yi'suan'zhi 十四碳二烯乙酸酯
'shou'guang'ya'tai'hua'gong'you'xian'gong'si 寿光亚泰化工有限公司
'shuang'chong'mi 双虫脒
'shuang'jia'mi 双甲脒
'shuang'mei'wei 霜霉威
'shuang'mei'wei'yi'lin'suan'yan 霜霉威乙膦酸盐
'shuang'que'xian'jun'an 双炔酰菌胺
'shuang'su'jian 双素碱
'shui'an'liu'lin 水胺硫磷
'shui'an'qing 水胺氰
'shui'yang'suan 水杨酸
'shui'yang'suan'na 水杨酸钠
'shun'shi'lv'qing'ju'zhi 顺式氯氰菊酯
'si'fu'jia'mi'ju'zhi 四氟甲醚菊酯
'si'man'qin 四满嗪
'si'man'qin 四螨嗪
'si'mei'su 四霉素
'si'xiu'ju'zhi 四溴菊酯
'si'zuo'huang'long 四唑磺隆
'song'jian'chai'you 松碱柴油
'song'zhi'suan'na 松脂酸钠
'su'mie'lin 速灭磷
'su'mie'wei 速灭威
'su'sha'liu'lin 速杀硫磷
'su'yun'jin'gan'jun 苏云金杆菌
'su'zhou'dong'sha'he'cheng'hua'gong'you'xian'gong'si 苏州东沙合成化工有限公司
'suo'liu'lin 羧硫磷
'suo'man'tong 羧螨酮
