'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'chun'jia 纯钾
'chun'lan 春兰
'chun'lei'mei'su 春雷霉素
'chun'lin 纯磷
'chun'lv 纯氯
'chun'mo 春末
'chun'mo'xia'chu 春末夏初
'chun'shou'yi 纯收益
'chun'xia 春夏
'chun'xia'qiu'dong 春夏秋冬
'chun'xiang 椿象
'chun'xiao'mai 春小麦
'chun'xing 春性
'chun'zhong 春种
'chun'zhong'ma 纯种马
'chun'zuo 纯作
'ci'ba 词霸
'ci'cai'ji 刺菜蓟
'ci'cun'chu'qi 磁存储器
'ci'dao 磁道
'ci'dian 词典
'ci'e 雌鹅
'ci'er'cai 刺儿菜
'ci'gou 雌狗
'ci'gu 茨菰
'ci'gu 慈菇
'ci'gu 慈姑
'ci'gu 磁鼓
'ci'gu'ling 茨菰灵
'ci'guo'fan'li'zhi 刺果番荔枝
'ci'hua'lian'zi'cao 刺花莲子草
'ci'ku 词库
'ci'lv 雌驴
'ci'ma 雌马
'ci'ma'ju 雌马驹
'ci'mao 雌猫
'ci'mian'yang 雌绵羊
'ci'niu 雌牛
'ci'rui 雌蕊
'ci'shan'can'hui 慈善餐会
'ci'shan'gan 刺山柑
'ci'shan'yang 雌山羊
'ci'sui 雌穗
'ci'tou'bi 磁头臂
'ci'wei 刺猬
'ci'xi 刺吸
'ci'xi'shi 刺吸式
'ci'xi'shi'kou'qi 刺吸式口器
'ci'xin'cun'chu'qi 磁心存储器
'ci'xing 磁性
'ci'xiong'hua'qi 雌雄花期
'ci'zhu 雌猪
'ci'zhuan 瓷砖
'cong'ai'bing 丛矮病
'cong'ji'ma 葱蓟马
'cong'lian 葱莲
'cong'shu 丛数
'cong'suan'lei'shu'cai 葱蒜类蔬菜
'cong'zhi'bing 丛枝病
'cou'xiang 凑响
'cu'dao'bing 猝倒病
'cu'fa'zhan 促发展
'cu'fang'geng'zuo 粗放耕作
'cu'miao 促苗
'cu'mo'gu'fen 粗磨谷粉
'cu'sheng 簇生
'cu'su 醋粟
'cu'suan'yan 醋酸盐
'cu'suo'bing 粗缩病
'cu'xian'wei 粗纤维
'cui'hua 催花
'cui'hua'ji 催化剂
'cui'hua'zuo'yong 催化作用
'cui'jiao'zi'ben 催缴资本
'cui'lv 翠绿
'cui'niao 翠鸟
'cui'ya 催芽
'cun'chu'dan'yuan 存储单元
'cun'chu'qi 存储器
'cun'huo 存货
'cun'huo'lv 存活率
'cun'huo'qu'xian 存活曲线
'cun'mao 村貌
'cun'min 村民
'cun'min'wei'yuan'hui 村民委员会
'cun'min'xiao'zu 村民小组
'cun'qu'shi'jian 存取时间
'cun'rong 存熔
'cun'rong 村容
'cun'rong'cun'mao 村容村貌
'cun'rong'zheng'jie 村容整洁
'cun'she 村社
'cun'shui 寸水
'cun'shui'huo'ke 寸水活棵
'cun'shui'wan 存水弯
'cun'yi'chu 存衣处
'cun'zai'wen'ti 存在问题
'cuo'bie'zi 错别字
'da'ao'xia 大螯虾
'da'bai'dou 大白豆
'da'bai'gu 大白谷
'da'bai'gu'xing 大白谷型
'da'bai'hua 大白花
'da'bai'hua'yang'yu 大白花洋芋
'da'ban'bing 大斑病
'da'bian'kao'shi 答辩考试
'da'bo'si'ju 大波斯菊
'da'cai'fen'die 大菜粉蝶
'da'cai'ming 大菜螟
'da'can 大蚕
'da'cao'yuan 大草原
'da'chang 大肠
'da'chang 大厂
'da'chi 大齿
'da'chun 大春
'da'chun'zuo'wu 大春作物
'da'ci'er'cai 大刺儿菜
'da'cong 大葱
'da'cun 大村
'da'dao'yuan'chun 大稻缘蝽
'da'deng 大灯
'da'di'ji 打地基
'da'di'lao'hu 大地老虎
'da'di'tan 大地毯
'da'di'zhen 大地震
'da'ding 打顶
'da'dou 大豆
'da'dou'ya 大豆蚜
'da'dou'yi'bing 大豆疫病
'da'du'shi 大都市
'da'dui 大堆
'da'dui'xia 大对虾
'da'fen'nie 大分蘖
'da'feng'che 大风车
'da'gan'cao'duo 大干草垛
'da'gou 大沟
'da'gu'chang 打谷场
'da'gu'dao 大谷盗
'da'guan 大关
'da'guan'xian 大关县
'da'hai'lian 大海鲢
'da'han 大寒
'da'hua 打滑
'da'huang 大黄
'da'huang'feng 大黄蜂
'da'hui'xiang'jia 大灰象甲
'da'jia'ting 大家庭
'da'jiao 大蕉
'da'jiao'gai'gu 大脚盖菇
'da'jiao'tang 大教堂
'da'jie 大街
'da'jie'chu 搭接处
'da'jiu'dian 大酒店
'da'ke'che 大客车
'da'kui'hua'ying'wu 大葵花鹦鹉
'da'la'ba'kou'qi 大喇叭口期
'da'lao 打牢
'da'lao'ji'chu 打牢基础
'da'li 大理
'da'li'bai'zu'zi'zhi'zhou 大理白族自治州
'da'li'hua 大丽花
'da'li'shi 大理市
'da'li'shi 大理石
'da'li'xing 大粒型
'da'li'zhong 大粒种
'da'li'zhou 大理州
'da'ling'ping 大菱鲆
'da'long 大隆
'da'long'fen'ji 大隆粉剂
'da'long'tan 大龙潭
'da'lu'xing'qi'hou 大陆性气候
'da'lv'chun 大绿蝽
'da'ma 大麻
'da'ma'shi'ge'li 大马士革李
'da'mai 大麦
'da'men 大门
'da'mi'cao 大米草
'da'mi'fen'hong'ju'duan'bao'bing 大米粉红聚端孢病
'da'ming 大螟
'da'mu'zhi 大拇指
'da'nong'chang 大农场
'da'nong'chang'zhu 大农场主
'da'pu'bu 大瀑布
'da'qi 大气
'da'qi'chuang 大气窗
'da'qi'hou 大气候
'da'qi'wu'ran 大气污染
'da'qi'zhi'liang 大气质量
'da'qing'ye'chan 大青叶蝉
'da'qing'zao 大青枣
'da'qing'zao'shu 大青枣树
'da'sha'di 大沙地
'da'shan'dao 大钐刀
'da'sheng'chu 大牲畜
'da'shu 大暑
'da'shu'zhi 大树枝
'da'su'sai'jin'gui 大粟鳃金龟
'da'suan 大蒜
'da'sui 大穗
'da'sui'li 大穗利
'da'sui'xing 大穗型
'da'suo'e 大蓑蛾
'da'suo'e 大蓑娥
'da'tang 打塘
'da'tao'lun 大讨论
'da'tian 大田
'da'tian'zuo'wu 大田作物
'da'ting 大厅
'da'tui 大腿
'da'xi'yang'shu'hai'tun 大西洋鼠海豚
'da'xin'wen 大新闻
'da'xing'xing 大猩猩
'da'xiong'bao'dian 大雄宝殿
'da'xiu'bing 大羞病
'da'xue 打穴
'da'xue'lao'shi 大学老师
'da'xue'sheng 大学生
'da'yang'tuo 大羊驼
'da'yao 大姚
'da'yao'xian 大姚县
'da'ye'huang'yang 大叶黄杨
'da'yin'ji 打印机
'da'yin'shu'chu 打印输出
'da'ying 大营
'da'yu 大雨
'da'yuan'ye'chong 大猿叶虫
'da'zao 大枣
'da'zhen 大振
'da'zhong'bao'zhi 大众报纸
'da'zhong'chuan'bo'xue 大众传播学
'da'zhu'kui 大竺葵
'da'zi'yuan 打字员
'dai'biao'da'hui 代表大会
'dai'biao'tuan 代表团
'dai'du'zhe 带毒者
'dai'fang'yu'e 贷方余额
'dai'hua 带化
'dai'huan 代换
'dai'kai'fa 待开发
'dai'kong'tiao 带空调
'dai'kou 袋口
'dai'mao 玳瑁
'dai'nie 带蘖
'dai'nie'shu 带蘖数
'dai'nie'zhuang'yang 带蘖壮秧
'dai'qi 待其
'dai'sen'meng'xin 代森锰锌
'dai'sen'xin 代森锌
'dai'shu 袋鼠
'dai'shu 代数
'dai'tu 带土
'dai'xin 带薪
'dai'yan'ren 代言人
'dai'ye'ren'kou 待业人口
'dai'zai 袋栽
'dai'zhi 带职
'dai'zhuang'chuang'zhen 带状疮疹
'dan'cai 淡菜
'dan'cheng'piao 单程票
'dan'chi 丹墀
'dan'chu 淡出
'dan'du 丹毒
'dan'fan 单反
'dan'feng'tuo 单峰驼
'dan'gu'chi 氮固持
'dan'he'se'yan'jing 淡褐色眼睛
'dan'ji 单季
'dan'ji'dao 单季稻
'dan'jiao 单交
'dan'jiao'tiao 单脚跳
'dan'jiao'zhan'li 单脚站立
'dan'jiao'zhong 单交种
'dan'ke'long'kang'ti 单克隆抗体
'dan'kuang'hua 氮矿化
'dan'li'chuan'fa 单粒传法
'dan'lin'jia 氮磷钾
'dan'nang 胆囊
'dan'ren'chuang 单人床
'dan'ren'fang'jian 单人房间
'dan'ru 淡入
'dan'shen 单身
'dan'shen'hu 单身户
'dan'shi'bu'ji 单式簿记
'dan'sui 单穗
'dan'sui'li'zhong 单穗粒重
'dan'sun'shi 氮损失
'dan'wei'jia'ge 单位价格
'dan'xing'xian 单行线
'dan'yi'jing'ying 单一经营
'dan'yuan 氮源
'dan'zeng 丹增
'dan'zhou'zhuan 氮周转
'dan'zhu 单株
'dan'zi 淡紫
'dan'zi'jun 担子菌
'dan'zi'se 淡紫色
'dan'zi'ye 单子叶
'dan'zi'ye'zhi'wu 单子叶植物
'dang'an'ju 档案局
'dang'feng 党风
'dang'feng'bo'li 挡风玻璃
'dang'feng'lian'zheng 党风廉政
'dang'feng'lian'zheng'jian'she 党风廉政建设
'dang'ji 当季
'dang'ke 党课
'dang'ni'ban 挡泥板
'dang'qi 荡起
'dang'xiao'zu 党小组
'dang'xing'fen'xi 党性分析
'dang'yuan'shu 党员数
'dang'zhang 党章
'dang'zhi'bu 党支部
'dang'zong'zhi 党总支
'dao'bai'fen'shi 稻白粉虱
'dao'bai'ye'ku'bing 稻白叶枯病
'dao'cao'ren 稻草人
'dao'chao'ming 稻巢螟
'dao'che'dang 倒车档
'dao'che'deng 倒车灯
'dao'chi'ban'mo'chan 稻赤斑沫蝉
'dao'chun'han 倒春寒
'dao'cong 稻丛
'dao'cun 到村
'dao'di 到地
'dao'er'ye 倒二叶
'dao'fei'shi 稻飞虱
'dao'feng'shou 稻丰收
'dao'fu 倒伏
'dao'fu'ni'jia 稻负泥甲
'dao'gan'jian'xian'chong'bing 稻干尖线虫病
'dao'gan'qian'ying 稻秆潜蝇
'dao'gua'jin'zhong 倒挂金钟
'dao'he'fei'shi 稻褐飞虱
'dao'hei'chun 稻黑蝽
'dao'hu 到户
'dao'ji'yuan'chun 稻棘缘蝽
'dao'jian'guan'ji'ma 稻简管蓟马
'dao'jiao 道教
'dao'jin'chi'ye'e 稻金翅夜蛾
'dao'ju 道具
'dao'li'hei'fen'bing 稻粒黑粉病
'dao'lu'an'quan 道路安全
'dao'lu'biao'zhi'xin'hao 道路标志信号
'dao'lu'gong'cheng 道路工程
'dao'lu'gong'cheng'shi 道路工程师
'dao'lu'shi'yong'zhe 道路使用者
'dao'lv'chun 稻绿蝽
'dao'miao'yi'bing 稻苗疫病
'dao'qi'ri 到期日
'dao'qian'ye'ying 稻潜叶蝇
'dao'qu 稻区
'dao'qu'bing 稻曲病
'dao'ren 到人
'dao'shi 道是
'dao'shi'jing 稻虱净
'dao'shui 倒水
'dao'shui'ming 稻水螟
'dao'shui'xiang'jia 稻水象甲
'dao'tian 到田
'dao'tian'mian'ling'chong 稻田棉铃虫
'dao'tian'nian'chong 稻田粘虫
'dao'tian'yang'yu 稻田养鱼
'dao'tie'jia'chong 稻铁甲虫
'dao'tong'shui'ming 稻筒水螟
'dao'wen'bing 稻瘟病
'dao'wen'ling 稻瘟灵
'dao'xiang'jia 稻象甲
'dao'yan'die 稻眼蝶
'dao'ying'wen 稻瘿蚊
'dao'yuan 道远
'dao'zhi'zong'ji'ma 稻直鬃蓟马
'dao'zong'juan'ye'ming 稻纵卷叶螟
'dao'zuo 稻作
'dao'zuo'qu 稻作区
'de'hong 德宏
'de'hong'dai'zu'jing'po'zu'zi'zhi'zhou 德宏傣族景颇族自治州
'de'hong'zhou 德宏州
'de'qin 德钦
'de'qin'xian 德钦县
'deng'dai'shi'jian 等待时间
'deng'di'wen'xian 等地温线
'deng'guang'xiao'guo 灯光效果
'deng'hai 登海
'deng'ji'biao 登记表
'deng'ji'bu 登记簿
'deng'ji'liang'qu'xian 等剂量曲线
'deng'ji'qi 登记器
'deng'long'hua 灯笼花
'deng'ni'lai 等你来
'deng'tou 灯头
'deng'wen'xian 等温线
'deng'xian'pei 邓先培
'deng'xiao'ping'li'lun 邓小平理论
'deng'xin'cao 灯芯草
'deng'yu'liang'xian 等雨量线
'deng'zhao 灯罩
'deng'zheng'fa'liang'xian 等蒸发量线
'deng'zi 凳子
'di'bai'chong 敌百虫
'di'can'liu 低残留
'di'cao'an 敌草胺
'di'di'wei 敌敌畏
'di'ding'guan 滴定管
'di'du 低毒
'di'du'gao'xiao 低毒高效
'di'er'pi 第二批
'di'fang'gong'wu'yuan 地方公务员
'di'fang'zheng'fu 地方政府
'di'fei 低肥
'di'fei'li 低肥力
'di'fen'mian 低酚棉
'di'hai'ba 低海拔
'di'hao'neng 低耗能
'di'ji'bu 地籍簿
'di'jia'shui 地价税
'di'jiao 地窖
'di'jie'suan 低芥酸
'di'ke'song 敌克松
'di'kuai 地块
'di'lao'hu 地老虎
'di'lao'hu'lei 地老虎类
'di'li'xin'xi'xi'tong 地理信息系统
'di'li'xue 地理学
'di'li'zheng'zhi'lun 地理政治论
'di'liu'dai 低硫甙
'di'long 地龙
'di'mao 地貌
'di'mian'guan'gai 地面灌溉
'di'mian'ni'wen 地面逆温
'di'mian'zheng'fa 地面蒸发
'di'ming'xue 地名学
'di'mo'fu'gai 地膜覆盖
'di'pan 底盘
'di'qiao 地壳
'di'qing 迪庆
'di'qing'zang'zu'zi'zhi'zhou 迪庆藏族自治州
'di'qing'zhou 迪庆州
'di'qiu'wu'li 地球物理
'di'qiu'yi 地球仪
'di're'he'gu 低热河谷
'di're'neng 地热能
'di'san'fang'bao'xian 第三方保险
'di'san'pi 第三批
'di'san'zhe 第三者
'di'sha'si 敌杀死
'di'shu'na'yan 敌鼠钠盐
'di'shui'ju 地税局
'di'shui'xiang 低水箱
'di'su'xin'wen 低俗新闻
'di'ting'ji 地厅级
'di'tou'hei'bing 低头黑病
'di'tu'ce'hui 地图测绘
'di'tu'ji 地图集
'di'wen 地温
'di'wen'gan'zao 低温干燥
'di'wen'leng'hai 低温冷害
'di'wen'xing 低温型
'di'wen'zhang'ai 低温障碍
'di'wu'ran 低污染
'di'xia 地峡
'di'xia'hai'chong 地下害虫
'di'xia'pai'shui 地下排水
'di'xia'shi 地下室
'di'xia'tong'dao 地下通道
'di'xing'qi'hou 地形气候
'di'xing'tu 地形图
'di'xing'xiao'qi'hou 地形小气候
'di'yi 地衣
'di'yi'ban 第一版
'di'yi'ceng 第一层
'di'yi'pi 第一批
'di'yi'tian 第一天
'di'yi'zhong'xue 第一中学
'di'yun 底蕴
'di'zhen'ju 地震局
'di'zhi'xue'jia 地质学家
'di'zhu 抵住
'di'zu 地租
'dian'bei 滇北
'dian'ceng 垫层
'dian'chuan'da'zi'ji 电传打字机
'dian'deng'pao 电灯泡
'dian'di 垫低
'dian'dong 滇东
'dian'dong'bei 滇东北
'dian'dong'ji 电动机
'dian'dong'nan 滇东南
'dian'dong'ti'xu'dao 电动剃须刀
'dian'fan'guo 电饭锅
'dian'fen 淀粉
'dian'feng 滇丰
'dian'feng'shan 电风扇
'dian'feng'yuan'chun 点蜂缘蝽
'dian'gan 电杆
'dian'guang'ye'chan 电光叶蝉
'dian'hu 佃户
'dian'ji 电极
'dian'ji'feng'fu 淀积丰富
'dian'ji'yi'shi 奠基仪式
'dian'jie 电解
'dian'jie'zhi 电解质
'dian'jing 滇粳
'dian'kao'xiang 电烤箱
'dian'li'fu'she 电离辐射
'dian'li'jing'ji 电离径迹
'dian'nan 滇南
'dian'nao'cao'zuo'yuan 电脑操作员
'dian'nao'cheng'xu'yuan 电脑程序员
'dian'nong 佃农
'dian'nuan'qi 电暖气
'dian'qi'she'bei 电器设备
'dian'qi'xi'tong 电气系统
'dian'quan 垫圈
'dian'shan 电扇
'dian'shi'bao 电视报
'dian'shi'ji 电视机
'dian'shi'ju 电视剧
'dian'shi'lian'xu'ju 电视连续剧
'dian'shi'pian 电视片
'dian'shi'she'xiang'ji 电视摄像机
'dian'shua 电刷
'dian'wei'lan 电围栏
'dian'xi 滇西
'dian'xi'bei 滇西北
'dian'xi'nan 滇西南
'dian'xian 癫痫
'dian'ying'jie 电影界
'dian'ying'she'ying'ji 电影摄影机
'dian'ying'she'zhi 电影摄制
'dian'ying'zhi'pian'chang 电影制片厂
'dian'yu'chu'san 电育雏伞
'dian'yuan 店员
'dian'yun'dou 电熨斗
'dian'zhong 滇中
'dian'zhong'bei 滇中北
'dian'zi 垫子
'dian'zi'ban 点字版
'dian'zi'gong'cheng'xue 电子工程学
'dian'zi'ji'suan'ji 电子计算机
'dian'zi'xue 电子学
'dian'zu'jia're 电阻加热
'diao'cha'yan'jiu 调查研究
'diao'che 吊车
'diao'che'si'ji 吊车司机
'diao'deng 吊灯
'diao'huan'zheng'quan 调换证券
'diao'ke'jia 雕刻家
'diao'lan 吊兰
'diao'xiao'jia'shi'zhi'zhao 吊销驾驶执照
'diao'yan 调研
'diao'yu'hui 钓鱼会
'diao'zhu'mei 吊竹梅
'die'dao 跌倒
'die'jiao'wu 跌脚舞
'die'lan 蝶兰
'die'yi 叠椅
'die'yin 叠印
'ding'bo'chu 碇泊处
'ding'cao'an 丁草胺
'ding'chong'mi 啶虫咪
'ding'chou 丁丑
'ding'fu'bing 顶腐病
'ding'gang 定岗
'ding'gen 定根
'ding'gen'shui 定根水
'ding'hai 丁亥
'ding'hua 顶花
'ding'jiao 顶交
'ding'jiao'zhong 顶交种
'ding'ku'bing 顶枯病
'ding'mao 丁卯
'ding'mian 顶面
'ding'miao 定苗
'ding'si 丁巳
'ding'wan 丁烷
'ding'wei 丁未
'ding'xiang 丁香
'ding'xiang'lv 定向率
'ding'xiang'mi'zhi 定向密植
'ding'xiang'xuan'ze 定向选择
'ding'ying 定影
'ding'you 丁酉
'ding'zhi 顶置
'ding'zhi 定植
'dong'ba 冻拔
'dong'bei'da'hei'sai'jin'gui 东北大黑鳃金龟
'dong'ben'xi'mang 东奔西忙
'dong'bo 冬播
'dong'chu 冬初
'dong'chuan 东川
'dong'chuan'qu 东川区
'dong'fang'fen'die 东方粉蝶
'dong'fang'lou'gu 东方蝼蛄
'dong'fang'xing'jun'yi 东方行军蚁
'dong'fang'ye'jia 东方叶甲
'dong'ge'lu'bing'du'bing 东格鲁病毒病
'dong'gua 冬瓜
'dong'hai 冻害
'dong'hua 冬化
'dong'hua'pian 动画片
'dong'jian 冬剪
'dong'jie'shen'du 冻结深度
'dong'jie'zi'chan 冻结资产
'dong'jie'zi'jin 冻结资金
'dong'jing 洞经
'dong'jing'yin'yue 洞经音乐
'dong'li'chu 动力锄
'dong'li'ge'cao'ji 动力割草机
'dong'mai 动脉
'dong'mo 冬末
'dong'mo'chun'chu 冬末春初
'dong'nan'da'hei'sai'jin'gui 东南大黑鳃金龟
'dong'nao 动脑
'dong'nong'kai'fa 冬农开发
'dong'qian 冬前
'dong'qing 冬青
'dong'shi'han'leng'qi'hou 冬湿寒冷气候
'dong'shi'hui 董事会
'dong'si 冻死
'dong'wu'wei'sheng'jian'du'suo 动物卫生监督所
'dong'wu'xue'jia 动物学家
'dong'wu'yi'bing'yu'fang'kong'zhi'zhong'xin 动物疫病预防控制中心
'dong'wu'yuan 动物园
'dong'xiao'mai 冬小麦
'dong'ya'fei'huang 东亚飞蝗
'dong'yang'yu 冬洋芋
'dong'ye'e 冬夜蛾
'dong'yi 动议
'dong'you'cai 冬油菜
'dong'yu 冻雨
'dong'yu'mi 冬玉米
'dong'yuan 冻原
'dong'zhi 冬至
'dou'ban'cai 豆瓣菜
'dou'bei 斗北
'dou'dao'du'e 豆盗毒蛾
'dou'di'zhu 斗地主
'dou'er'tiao'ying'ye'jia 豆二条萤叶甲
'dou'gan 豆杆
'dou'gan 豆秆
'dou'gan'hei'qian'ying 豆秆黑潜蝇
'dou'gan'ye'ming 豆秆野螟
'dou'gen'she'qian'ying 豆根蛇潜蝇
'dou'hui'die 豆灰蝶
'dou'ji 斗鸡
'dou'jia'ban'ming 豆荚斑螟
'dou'jia'ming 豆荚螟
'dou'jia'ye'ming 豆荚野螟
'dou'ke 豆科
'dou'ke'zuo'wu 豆科作物
'dou'lan 兜兰
'dou'lei'shu'cai 豆类蔬菜
'dou'lei'zhi'wu 豆类植物
'dou'li 豆梨
'dou'li 豆粒
'dou'long 豆垅
'dou'niu 斗牛
'dou'qiao 陡峭
'dou'shi'ye'ye'ming 豆蚀叶野螟
'dou'shu 豆薯
'dou'tian'e 豆天蛾
'dou'tu'yan'chang'chun 豆突眼长蝽
'dou'xiang 豆象
'dou'xiao'juan'ye'e 豆小卷叶蛾
'dou'ya 豆蚜
'dou'ya'cai 豆芽菜
'dou'yan 窦炎
'dou'yang 斗羊
'dou'ye'dong'qian'ying 豆叶东潜蝇
'dou'ye'man 豆叶螨
'dou'yuan'jing 豆芫菁
'du'chong 蠹虫
'du'ci 毒词
'du'dao'zu 督导组
'du'e 毒蛾
'du'er 毒饵
'du'jia'xin'wen 独家新闻
'du'ju'te'se 独具特色
'du'juan 杜鹃
'du'juan'hua 杜鹃花
'du'ka'ji 读卡机
'du'ka'qi 读卡器
'du'li 毒力
'du'li'xing'ce'yan 独立性测验
'du'lun'che 独轮车
'du'mai 毒麦
'du'qi 肚脐
'du'shu'hui 读书会
'du'si'pi 毒死蜱
'du'song 杜松
'du'song'zi'jiu 杜松子酒
'du'tu 毒土
'du'xing 毒性
'du'xing'cai 独行菜
'du'xiu 独秀
'du'zhe'tou'shu'lan 读者投书栏
'du'zhong 杜仲
'duan'da'ji'ma 端大蓟马
'duan'e'fu'huang 短额负蝗
'duan'fei 断肥
'duan'jian'ji'yuan'chun 短肩棘缘蝽
'duan'lie 断裂
'duan'mu 椴木
'duan'nai'fei 断奶肥
'duan'pian 短片
'duan'qi'dai'kuan 短期贷款
'duan'qi'xin'dai 短期信贷
'duan'que 短缺
'duan'ri'zhao 短日照
'duan'ri'zhao'zuo'wu 短日照作物
'duan'shao 煅烧
'duan'shu 椴树
'duan'wen'e 短吻鳄
'duan'xing'xiang 段兴祥
'duan'xun'ban 短训班
'duan'zhuang'ya 短壮芽
'dui'cao'ji 堆草机
'dui'huan'lv 兑换率
'dui'liu'xing'yu 对流性雨
'dui'ni 对你
'dui'ou 堆沤
'dui'sha'zhu 堆砂蛀
'dui'shui 兑水
'dui'wai'lian'luo'bu 对外联络部
'dui'wai'mao'yi 对外贸易
'dui'wu 堆捂
'dui'xia 对虾
'dun'ji 遁迹
'dun'liang 吨粮
'dun'liang'tian 吨粮田
'dun'miao 蹲苗
'dun'miao'qi 蹲苗期
'dun'rou 炖肉
'dun'shou 趸售
'duo'ci 多次
'duo'da 朵大
'duo'fen'zhi 多分枝
'duo'feng'shou 夺丰收
'duo'hua'hei'mai'cao 多花黑麦草
'duo'jun'ling 多菌灵
'duo'kang 多抗
'duo'li'xing'hua'sheng 多粒型花生
'duo'mao'du'zhi'zhu 多毛毒蜘蛛
'duo'nian'sheng 多年生
'duo'nie 多蘖
'duo'nie'zhuang'yang 多蘖壮秧
'duo'shi 多施
'duo'sui 多穗
'duo'tou 多头
'duo'xi'za'jiao 多系杂交
'duo'xiang'shi'hui'gui 多项式回归
'duo'xiao'zuo 多效唑
'duo'ya 多芽
'duo'ya'qi 多芽期
'duo'zhong'jing'ying 多种经营
'duo'zi 多姿
'e'lei 蛾类
'e'li 鳄梨
'e'miao'bing 恶苗病
'e'pian 萼片
'e'shan 峨山
'e'shan'xian 峨山县
'e'shan'yi'zu'zi'zhi'xian 峨山彝族自治县
'e'yu 鳄鱼
'er'bai'gu 二白谷
'er'bai'gu'xing 二白谷型
'er'ban'ye'man 二斑叶螨
'er'cheng 而成
'er'chong'cheng'fa'dong'ji 二冲程发动机
'er'chong'jie 二重接
'er'ci'wu'ran'wu 二次污染物
'er'dang 二档
'er'dian'ming 二点螟
'er'fen'xian 二分线
'er'hua'ming 二化螟
'er'ji'gong'lu 二级公路
'er'jia 二价
'er'jin'zhi'ma 二进制码
'er'jin'zhi'shu'zi 二进制数字
'er'jin'zhi'wei 二进制位
'er'leng'da'mai 二棱大麦
'er'nian'sheng 二年生
'er'nian'sheng'zuo'wu 二年生作物
'er'niao 耳鸟
'er'qie 而且
'er'shi'ba'xing'piao'chong 二十八星瓢虫
'er'shi'si'jie'qi 二十四节气
'er'shu 二熟
'er'shu'zhi 二熟制
'er'tiao'ye'jia 二条叶甲
'er'xing 而行
'er'xing'chun 二星蝽
'er'yan 而言
'er'yang'hua'tan 二氧化碳
'er'yuan 洱源
'er'yuan'xian 洱源县
'fa'bing 发病
'fa'bing'zhi'shu 发病指数
'fa'chu'zhuang'ji'sheng 发出撞击声
'fa'cong 发丛
'fa'ding'dai'biao 法定代表
'fa'dong'ji'gai 发动机盖
'fa'dong'ji'ting'zhuan 发动机停转
'fa'gai'wei 发改委
'fa'gen 发根
'fa'gong'zi'ri 发工资日
'fa'gui'gu 法规股
'fa'guo'bai'lan'di 法国白兰地
'fa'guo'cai'dou 法国菜豆
'fa'jia 发价
'fa'jiao'su'jun 发酵素菌
'fa'jun 发菌
'fa'ke 发棵
'fa'men 阀门
'fa'qing 发情
'fa'qing'tan'ce 发情探测
'fa'she'qi 发射器
'fa'sheng'qi 发生期
'fa'sheng'qi'yu'ce 发生期预测
'fa'xing 发行
'fa'xing'fen'shu 发行份数
'fa'xing'gu'piao 发行股票
'fa'xing'ren 发行人
'fa'xue 法学
'fa'ya 发芽
'fa'ya'lv 发芽率
'fa'ya'shi 发芽势
'fa'ya'shi'yan 发芽试验
'fa'zhan'gui'hua 发展规划
'fa'zhan'zhong'de 发展中的
'fan'che 翻车
'fan'che'yu 翻车鱼
'fan'dou 饭豆
'fan'dou'che 翻斗车
'fan'geng 翻耕
'fan'hong'hua 番红花
'fan'ji 反季
'fan'ji'shu'cai 反季蔬菜
'fan'li'zhi 番荔枝
'fan'mu'gua 番木瓜
'fan'qie 番茄
'fan'qing'qi 返青期
'fan'shi'liu 番石榴
'fan'shu 翻书
'fan'ting 饭厅
'fan'xing 番杏
'fan'ya 翻压
'fan'yi'cheng'xu 翻译程序
'fan'yi'ji 翻译机
'fan'yi'jia 翻译家
'fan'yi'qi 翻译器
'fan'zhi'xi'shu 繁殖系数
'fan'zhi'xian 反枝苋
'fan'zhong 繁种
'fang'bing'chong 防病虫
'fang'cheng'shi'qi'che 方程式汽车
'fang'cheng'shi'sai'che 方程式赛车
'fang'chong'wang 防虫网
'fang'chui 纺锤
'fang'chui'xing 纺锤形
'fang'da'ji 放大机
'fang'dao 防倒
'fang'dao'bao'xian 防盗保险
'fang'dao'qie'xian 防盗窃险
'fang'dong'ye 防冻液
'fang'ge'cu 方格簇
'fang'hu'lin'dai 防护林带
'fang'hua'lian 防滑链
'fang'hua'lu'mian 防滑路面
'fang'hua'zhuang'zhi 防滑装置
'fang'huo'ti 防火梯
'fang'jian'hao'ma 房间号码
'fang'jian'yao'shi 房间钥匙
'fang'lao 防涝
'fang'miao 放苗
'fang're'fan'ying 放热反应
'fang'she'sheng'wu'xue 放射生物学
'fang'she'xing 放射性
'fang'she'xing'fei'wu'chu'li 放射性废物处理
'fang'shen 防渗
'fang'shuang 防霜
'fang'song'luo'mu 防松螺母
'fang'xian'jun 放线菌
'fang'xiang'biao 方向标
'fang'xiang'pan 方向盘
'fang'xiang'zhi'shi'deng 方向指示灯
'fang'xiang'zhi'shi'qi 方向指示器
'fang'xiao 仿效
'fang'ying'ji 放映机
'fang'zao'shuai 防早衰
'fang'zheng 方正
'fang'zhi 防治
'fang'zhi'gui'hua 防治规划
'fang'zhi'ji'shu 防治技术
'fang'zi 芳姿
'fang'zi 防渍
'fei'chang 非常
'fei'chi'jiu'xing'bing'du 非持久性病毒
'fei'dang 非党
'fei'dao'mao'yan'shui'ying 菲岛毛眼水蝇
'fei'dian'yuan 非点源
