'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'cai'qu'duo'zhong'dai'dong'xing'shi 采取多种带动形式
'cai'qu'you'li'cuo'shi 采取有力措施
'cai'se'pian 彩色片
'cai'sha'sha 蔡莎莎
'cai'wu'gu 财务股
'cai'wu'guan'li'zhi'du 财务管理制度
'cai'wu'shi 财务室
'cai'wu'shui'shou 财务税收
'cai'xi 菜喜
'cai'xin 菜心
'cai'xue'rong 蔡学荣
'cai'ye'feng 菜叶蜂
'cai'ye'xiong 蔡业雄
'cai'ying'wen 菜瘿蚊
'cai'yong 采用
'cai'yuan 菜园
'cai'zhai 采摘
'cai'zhai'qi 采摘期
'cai'zhao'wang 蔡昭旺
'cai'zheng 财政
'cai'zheng'bu 财政部
'cai'zheng'ju 财政局
'cai'zheng'nian'du 财政年度
'cai'zheng'quan'e'ba'kuan'dan'wei 财政全额拔款单位
'cai'zheng'tong'ji 财政统计
'cai'zheng'xue 财政学
'cai'zheng'zeng'zhang 财政增长
'cai'zi 菜籽
'cai'zi'you 菜籽油
'can'che 餐车
'can'dou 蚕豆
'can'dou'mi 蚕豆米
'can'dou'xiang 蚕豆象
'can'e 蚕蛾
'can'guan'xue'xi 参观学习
'can'jia 参加
'can'jia'le 参加了
'can'jia'le'qi'dong'yi'shi 参加了启动仪式
'can'jian 蚕茧
'can'jian'shi'chang 蚕茧市场
'can'jian'shou'hong 蚕茧收烘
'can'jian'zhi'liang 蚕茧质量
'can'kao 参考
'can'lian 残联
'can'liang 参量
'can'liu'liang 残留量
'can'liu'wu 残留物
'can'niang 蚕娘
'can'niang'xing'ye 蚕娘兴业
'can'sang 蚕桑
'can'sang'chan'ye 蚕桑产业
'can'sang'fu'chan'pin 蚕桑副产品
'can'sang'sheng'chan 蚕桑生产
'can'sang'ye'de'fa'zhan 蚕桑业的发展
'can'sang'zhan 蚕桑站
'can'sang'zong'he'li'yong 蚕桑综合利用
'can'sha'wei 残杀威
'can'shi'pin'zhong 参试品种
'can'shu 参数
'can'shu'gu'ji 参数估计
'can'si 蚕丝
'can'tai 蚕台
'can'tai'yu 蚕台育
'can'ting 餐厅
'can'xiang 蚕乡
'can'xiao 残效
'can'xue 参学
'can'ye'chan'ye'hua'jing'ying 蚕业产业化经营
'can'ye'guan'li'ti'zhi 蚕业管理体制
'can'ye'kai'fa 蚕业开发
'can'ye'you'shi'de'fen'xi 蚕业优势的分析
'can'yin'lv'you 餐饮旅游
'can'zhi 残枝
'can'zhong'jing'ying'xu'ke'zheng 蚕种经营许可证
'can'zhong'sheng'chan'he'ge'zheng 蚕种生产合格证
'can'zhong'sheng'chan'xu'ke'zheng 蚕种生产许可证
'can'zhong'shi'chang'guan'li 蚕种市场管理
'can'zhong'sun'shi 惨重损失
'can'zhu 残株
'cang'er 苍耳
'cang'ku 仓库
'cang'shu'dui'ju'min'bao'zheng'cheng'du 藏书对居民保证程度
'cang'tou'yan'que 苍头燕雀
'cang'ying 苍鹰
'cang'yuan'xian 沧源县
'cao'an'chu'gao 草案初稿
'cao'an'lin 草胺膦
'cao'beng 草崩
'cao'bi'si 草必斯
'cao'bu'nao 草不闹
'cao'chang 草场
'cao'chang'mian'ji 草场面积
'cao'chou 草愁
'cao'chu 草畜
'cao'chu'ling 草除灵
'cao'di'ming 草地螟
'cao'dian 草甸
'cao'dian'tu 草甸土
'cao'duo 草垛
'cao'er 草尔
'cao'fa 草伐
'cao'fu'ta 草服它
'cao'gan'lin 草甘磷
'cao'gan'lin 草甘膦
'cao'gao'ben 草稿本
'cao'gu 草菇
'cao'hai 草害
'cao'ji 草忌
'cao'jian'fang 曹建方
'cao'ju 草惧
'cao'ke'si 草克死
'cao'ke'xing 草克星
'cao'ku'te 草枯特
'cao'li'jing 草立净
'cao'ling 草灵
'cao'ling 草蛉
'cao'liu'lin 草硫磷
'cao'mei 草莓
'cao'mi 糙米
'cao'mi'lv 糙米率
'cao'mian 草棉
'cao'mie'ping 草灭平
'cao'mie'xing 草灭星
'cao'mu'hui 草木灰
'cao'mu'xi 草木樨
'cao'nai'an 草萘胺
'cao'ping 草坪
'cao'ping'zai'zhi 草坪栽植
'cao'quan'jing 草全净
'cao'sha'an 草杀安
'cao'shan 草山
'cao'shan'si'liao'chu 草山饲料处
'cao'shan'si'liao'gong'zuo'zhan 草山饲料工作站
'cao'she 草蛇
'cao'si'jing 草斯净
'cao'suan'qing'mei'bing 草酸青霉病
'cao'tian'lun'zuo 草田轮作
'cao'tong'ling 草通灵
'cao'wei'jia'an'lin 草威甲胺磷
'cao'wei'si 草畏斯
'cao'wei'te 草威特
'cao'wu 草乌
'cao'ye'ke'xue 草业科学
'cao'you 草悠
'cao'yuan 草原
'cao'yuan'jian'she 草原建设
'cao'yuan'qi'hou 草原气候
'cao'yuan'sheng'chan'neng'li 草原生产能力
'cao'yuan'zai'xu'liang 草原载畜量
'cao'zang 草葬
'cao'zuo'yuan 操作员
'ce'bai 侧柏
'ce'chan'yan'shou 测产验收
'ce'ding 测定
'ce'ding'zhu'ju 测定株距
'ce'duo'shi'fu'xian'man 侧多食跗线螨
'ce'guang 测光
'ce'hui'xue 测绘学
'ce'ju'qi 测距器
'ce'ping 测评
'ce'she 测设
'ce'tu 测土
'ce'tu'pei'fang 测土配方
'ce'tu'pei'fang'shi'fei 测土配方施肥
'ce'tu'pei'fang'shi'fei'guo'jia'bu'tie'xiang'mu 测土配方施肥国家补贴项目
'ce'tu'pei'fang'shi'fei'ji'shu 测土配方施肥技术
'ce'tu'pei'fang'shi'fei'mian'ji 测土配方施肥面积
'ce'tu'pei'fang'shi'fei'shi'fan'qu 测土配方施肥示范区
'ce'tu'pei'fang'xiang'mu 测土配方项目
'ceng'ceng 层层
'ceng'ceng'shai'xuan 层层筛选
'ceng'jian'wei 曾建卫
'ceng'ling 曾玲
'ceng'xiao'rong 曾小荣
'ceng'zuo'qi 曾作齐
'cha'bai 查摆
'cha'bai'xing'bing 茶白星病
'cha'ban'e 茶斑蛾
'cha'bing'bing 茶饼病
'cha'cai'xiao'nang 茶材小囊
'cha'can 茶蚕
'cha'cha'fang 杈杈房
'cha'chang'juan'ye'e 茶长卷叶蛾
'cha'cheng'ying'man 茶橙瘿螨
'cha'chi'huo 茶尺蠖
'cha'chi'ye'ban'bing 茶赤叶斑病
'cha'chu 查处
'cha'dao 岔道
'cha'dian 茶点
'cha'dong'ku'bing 茶胴枯病
'cha'du'e 茶毒蛾
'cha'duan'xu'man 茶短须螨
'cha'e'la'chan 茶蛾蜡蝉
'cha'er'cha'ya 茶二叉蚜
'cha'gun'ji'ma 茶棍蓟马
'cha'he 岔河
'cha'he'se'ye'ban'bing 茶褐色叶斑病
'cha'he'suo'e 茶褐蓑蛾
'cha'hei'du'e 茶黑毒蛾
'cha'hong'gen'fu'bing 茶红根腐病
'cha'hong'man 茶红螨
'cha'hong'xiu'zao'bing 茶红锈藻病
'cha'huang'ying'ji'ma 茶黄硬蓟马
'cha'hui 茶会
'cha'ji 茶几
'cha'jiao'la'jie 茶角蜡蚧
'cha'jiao'xiong'ye'jia 茶角胸叶甲
'cha'jie 插接
'cha'ju 差距
'cha'juan'ye'e 茶卷叶蛾
'cha'kou 茬口
'cha'kou'jin 茬口紧
'cha'li'jiao'xiang'jia 茶丽绞象甲
'cha'li'jie 茶梨蚧
'cha'lun'ban'bing 茶轮斑病
'cha'mei'bing 茶煤病
'cha'miao 插苗
'cha'miao 查苗
'cha'mu'e 茶木蛾
'cha'mu'li'jie 茶牡蛎蚧
'cha'piao'yuan 查票员
'cha'que 查缺
'cha'que'bu'lou 查缺补漏
'cha'sang'guo'zhan 茶桑果站
'cha'sang'zhan 茶桑站
'cha'se 茶色
'cha'shao'zhu'e 茶梢蛀蛾
'cha'shu 茶树
'cha'shu'dong'hai 茶树冻害
'cha'shu'gu 茶树菇
'cha'suo'e 茶蓑蛾
'cha'tian'niu 茶天牛
'cha'tou 插头
'cha'wang'bing'bing 茶网饼病
'cha'wang'chun 茶网蝽
'cha'xi'e 茶细蛾
'cha'xiao'juan'ye'e 茶小卷叶蛾
'cha'xin'gu 茶薪菇
'cha'ya 插芽
'cha'ya'ying'wen 茶芽瘿蚊
'cha'ye 茶叶
'cha'ye'bai'du'e 茶叶白毒娥
'cha'ye'chan'ye'ban'gong'shi 茶叶产业办公室
'cha'ye'ying'man 茶叶瘿螨
'cha'yi'ci'e 茶奕刺蛾
'cha'yi'xian'zhu'ping'zhun 差异显著平准
'cha'yuan 茶园
'cha'yun'wen'ye'ku'bing 茶云纹叶枯病
'cha'zao'ban'bing 茶藻斑病
'cha'zao'su 茶皂素
'cha'zhi'hei'zhi'bing 茶枝黑痣病
'cha'zhi'lian'e 茶枝镰蛾
'cha'zi 叉子
'cha'zi'bing 茶籽饼
'cha'zuo 插座
'chai'jian 拆建
'chai'teng 柴藤
'chai'you 柴油
'chai'you'ji 柴油机
'chan'cheng'pin 产成品
'chan'chu 产出
'chan'chu 蟾蜍
'chan'dan'shi 产蛋室
'chan'di 产地
'chan'di'huan'jing'zhi'liang 产地环境质量
'chan'di'zu'zhi'guan'li'xing'shi 产地组织管理形式
'chan'jian'liang'da 产茧量达
'chan'liang 产量
'chan'liang'deng'ji 产量等级
'chan'liang'di 产量低
'chan'liang'gao 产量高
'chan'liang'mo'shi 产量模式
'chan'liang'shou'yi 产量收益
'chan'pin 产品
'chan'pin'xiao'shou'li'run'lv 产品销售利润率
'chan'pin'xiao'shou'li'shui'lv 产品销售利税率
'chan'pin'xiao'shou'lv 产品销售率
'chan'pin'yuan'xiao'ou'mei 产品远销欧美
'chan'pin'zhan'shi 产品展示
'chan'pin'zhi'liang 产品质量
'chan'xia 蝉虾
'chan'ye'ban 产业办
'chan'ye'hua 产业化
'chan'ye'ji'di 产业基地
'chan'ye'ji'qun 产业集群
'chan'ye'jie'gou 产业结构
'chan'ye'lian 产业链
'chan'ye'zheng'ce'yu'fa'gui'chu 产业政策与法规处
'chan'zhi'li'run'lv 产值利润率
'chan'zhi'li'shui'lv 产值利税率
'chan'zhi'zi'jin'lv 产值资金率
'chang'bai'dun'jie 长白盾蚧
'chang'bi'yuan 长臂猿
'chang'bing'chui 长柄锤
'chang'chuan'mei'su 长川霉素
'chang'chun 长蝽
'chang'chun'hua 长春花
'chang'chun'teng 常春藤
'chang'chun'xiang 长蝽象
'chang'ci 场次
'chang'di 场地
'chang'gan'hua'tong 长杆话筒
'chang'gong'hao 唱功好
'chang'gui'dao 常规稻
'chang'huan'ri 偿还日
'chang'jian 常见
'chang'jian'ji'yuan'chun 长肩棘缘蝽
'chang'jiang'dou 长豇豆
'chang'jiang'liu'yu'di'qu 长江流域地区
'chang'jiang'zhong'shang'you 长江中上游
'chang'jiang'zhong'xia'you 长江中下游
'chang'jiao'jing'tou 长焦镜头
'chang'jing 场景
'chang'jing'lu 长颈鹿
'chang'kai'xin'fei 敞开心扉
'chang'le 常乐
'chang'le'di'po 常乐低坡
'chang'le'jian'si'gong'ye'yuan 常乐茧丝工业园
'chang'le'jian'si'mao'yi'you'xian'gong'si 常乐茧丝贸易有限公司
'chang'le'zhen 常乐镇
'chang'le'zhen'zhen'chang 常乐镇镇长
'chang'li'hei'gao'bing 长粒黑稿病
'chang'lv'fei'shi 长绿飞虱
'chang'nian'bao'gong 常年包工
'chang'nian'tong'qi 常年同期
'chang'pian 长片
'chang'qi'dai'kuan 长期贷款
'chang'qi'gong 长期工
'chang'qi'qu'shi 长期趋势
'chang'qi'tong'xing'zheng 长期通行证
'chang'qi'zhai'wu 长期债务
'chang'qi'zheng 长期证
'chang'qing'hao 长青号
'chang'ri'zhao 长日照
'chang'ri'zhao'xing 长日照型
'chang'ri'zhao'zuo'wu 长日照作物
'chang'sha'fa 长沙发
'chang'shan'he'tao 长山核桃
'chang'shang'zuo'ye'ji'xie 场上作业机械
'chang'she'ji'gou 常设机构
'chang'suo 场所
'chang'tu'qi'che 长途汽车
'chang'tui'shui'ye'jia 长腿水叶甲
'chang'tuo'yuan'xing 长椭圆形
'chang'wei'hui 常委会
'chang'wei'ying'wu 长尾鹦鹉
'chang'wu'hui 常务会
'chang'wu'wei'yuan'hui 常务委员会
'chang'wu'wei'yuan'hui'wei'yuan 常务委员会委员
'chang'xiao 长效
'chang'xiao'ji'zhi 长效机制
'chang'xu'juan'e 长须卷蛾
'chang'ya 常压
'chang'yi 肠衣
'chang'yi 长椅
'chang'yuan'xing 长圆形
'chang'zhai'ji'jin 偿债基金
'chang'zhu'dai'biao 常驻代表
'chang'zhu'ren'kou 常住人口
'chang'zu'de'jin'bu 长足的进步
'chao'bai 朝拜
'chao'bao 抄报
'chao'che 超车
'chao'di'liang'pen'wu'ji 超低量喷雾机
'chao'di'rong'liang 超低容量
'chao'di'wen 超低温
'chao'di'wen'bao'cun 超低温保存
'chao'fa 抄发
'chao'gao'chan 超高产
'chao'gao'chan'yu'mi 超高产玉米
'chao'guo 超过
'chao'ji'dan 炒鸡蛋
'chao'ji'dao 超级稻
'chao'ji'dao'sheng'chan'fa'zhan 超级稻生产发展
'chao'ji'dao'xin'pin'zhong 超级稻新品种
'chao'lin 超林
'chao'qin'yi'chuan 超亲遗传
'chao'qin'you'shi 超亲优势
'chao'qing 炒青
'chao'song 抄送
'chao'tian'bi 朝天鼻
'chao'tu 潮土
'chao'wei 超畏
'che'hao'pai 车号牌
'che'liang'guan'li'zhi'du 车辆管理制度
'che'liang'shi'kong 车辆失控
'che'liang'wan'hao'lv 车辆完好率
'che'pi'li'yong'xi'shu 车皮利用系数
'che'qian'cao 车前草
'che'shen 车身
'che'zhang 车掌
'chen'ban 晨版
'chen'bi'mei 陈碧梅
'chen'chan'juan 陈婵娟
'chen'chun'xiu 陈春秀
'chen'de'yao 陈德耀
'chen'dian 沉淀
'chen'fu'qi 陈富启
'chen'guo'geng 陈国庚
'chen'guo'jing 陈国经
'chen'guo'ping 陈国萍
'chen'hai'dong 陈海东
'chen'hai'yuan 陈海源
'chen'ji'juan 陈继娟
'chen'ji'wu 沉积物
'chen'jing'song 陈敬松
'chen'ku'shen'su 臣苦参素
'chen'mei 陈梅
'chen'mei'fang 陈美芳
'chen'ming 陈明
'chen'ming'de 陈铭德
'chen'pei'zhong 陈培中
'chen'ping 陈萍
'chen'qin'xun 陈钦洵
'chen'shi 趁势
'chen'shi'xin 陈世新
'chen'xia 陈霞
'chen'xin'xun 陈信勋
'chen'yan'ye 陈衍业
'chen'ye'hua 陈业华
'chen'ying 陈英
'chen'ying'hai 陈应海
'chen'yuan'wei 陈源伟
'chen'zhi'qun 陈志群
'chen'zhuo'bin 陈灼彬
'chen'zi'wen 陈子文
'chen'zong'qiong 陈宗琼
'cheng'ben 成本
'cheng'ben'chun'shou'yi'lv 成本纯收益率
'cheng'ben'jia 成本价
'cheng'ben'li'run'lv 成本利润率
'cheng'ben'li'shui'lv 成本利税率
'cheng'dan 承担
'cheng'du 程度
'cheng'dui'chuang 成对床
'cheng'gong 呈贡
'cheng'gong 成功
'cheng'gong'dian'xing 成功典型
'cheng'gong'qi'dong 成功启动
'cheng'gong'tiao'jie 成功调解
'cheng'gong'tou'chan 成功投产
'cheng'gong'xian 呈贡县
'cheng'gong'zhao'kai 成功召开
'cheng'guo'lv 成果率
'cheng'hao 称号
'cheng'hong'se 橙红色
'cheng'jian'kai'fa 城建开发
'cheng'jian'zhi 成建制
'cheng'jiang 澄江
'cheng'jiang'xian 澄江县
'cheng'jiao'jing'ji 城郊经济
'cheng'li 成立
'cheng'li'le 成立了
'cheng'ma 柽麻
'cheng'miao 成苗
'cheng'pi'chu'li 成批处理
'cheng'pin 成品
'cheng'ren'shi'zi'lv 成人识字率
'cheng'shi'jiao'tong 城市交通
'cheng'shi'jing'cha 城市警察
'cheng'shi'ren'kou 城市人口
'cheng'shi'she'ji'shi 城市设计师
'cheng'shi'shou'xin 诚实守信
'cheng'shu'qi 成熟期
'cheng'shu'yi'ge'fa'zhan'yi'ge 成熟一个发展一个
'cheng'sui 成穗
'cheng'sui'lv 成穗率
'cheng'sui'shu 成穗数
'cheng'wei 成为
'cheng'xiang'ju'min 城乡居民
'cheng'xiang'lao'dong'li 城乡劳动力
'cheng'xiang'qing'jie'gong'cheng 城乡清洁工程
'cheng'xiang'yi'ti'hua 城乡一体化
'cheng'xiao 成效
'cheng'xu'bian'zhi 程序编制
'cheng'xu'ku 程序库
'cheng'xu'she'ji 程序设计
'cheng'xu'she'ji'yuan 程序设计员
'cheng'xue'jiang 程学江
'cheng'yan'yuan'su 成盐元素
'cheng'yu 承玉
'cheng'yuan'zi'ge 成员资格
'cheng'yue 程越
'cheng'zhan'gao'su'gong'lu 成湛高速公路
'cheng'zhong'qiang 承重墙
'cheng'zhu'qi 成株期
'chi'ai'bing 齿矮病
'chi'ban'bing 赤斑病
'chi'cha 迟茬
'chi'dao'qi'hou 赤道气候
'chi'de'guo'duo 吃得过多
'chi'fu'bing 赤腐病
'chi'hong'rang 赤红壤
'chi'huo 尺蠖
'chi'jiao 池窖
'chi'ku'bing 赤枯病
'chi'mei'bing 赤霉病
'chi'mei'qing 赤霉清
'chi'mei'su 赤霉素
'chi'ni'gu'dao 赤拟谷盗
'chi'pa 齿耙
'chi'ping 持平
'chi'shi 迟施
'chi'shu 迟熟
'chi'shui'liang 持水量
'chi'wan'fan 吃晚饭
'chi'xin'bing 赤心病
'chi'xing'bing 赤星病
'chi'xu 持续
'chi'xu'mang'chun 赤须盲蝽
'chi'xu'shi'jian 持续时间
'chi'xu'zeng'jia 持续增加
'chi'yan'feng 赤眼蜂
'chi'yan'xun'wen 迟眼蕈蚊
'chi'zai 迟栽
'chi'zao'can 吃早餐
'chong'cha 重茬
'chong'die 重叠
'chong'dui 舂碓
'chong'fa 重发
'chong'fen'fa'hui 充分发挥
'chong'fen'ken'ding 充分肯定
'chong'fen'ren'shi 充分认识
'chong'fen'yin'jin 充分引进
'chong'fu 重复
'chong'gu'jia 重估价
'chong'ji'shan 冲积扇
'chong'ji'sheng 重寄生
'chong'ji'tu 冲积土
'chong'kou 虫口
'chong'kou'duo'liang 虫口夺粮
'chong'lou 重楼
'chong'man'jing 虫螨腈
'chong'man'ke 虫螨克
'chong'man'lin 虫螨磷
'chong'man'ling 虫螨灵
'chong'man'wei 虫螨畏
'chong'qi 充气
'chong'qing 虫情
'chong'qing'diao'cha 虫情调查
'chong'sha'shou 虫杀手
'chong'shi 重施
'chong'si'jing 虫死净
'chong'tian'la 冲天辣
'chong'xian'jing 虫酰肼
'chong'xian'lin 虫线磷
'chong'xiu'le 重修了
'chong'yuan 虫源
'chong'zhi 重植
'chong'zi 冲子
'chou'cuo'zi'jin 筹措资金
'chou'diao 抽调
'chou'jian'shu'liang 抽检数量
'chou'li 仇俐
'chou'sheng 抽生
'chou'shui'ma'tong 抽水马桶
'chou'sui'qi 抽穗期
'chou'tai 抽苔
'chou'tai 抽薹
'chou'tai'qi 抽苔期
'chou'tai'qi 抽薹期
'chou'yang'diao'cha 抽样调查
'chou'yang'wu'cha 抽样误差
'chou'yang'zong'ti'yu'quan'ji'zong'ti 抽样总体与全及总体
'chu'an'lin 畜安磷
'chu'ban'qiang'bao 出版墙报
'chu'bei'jin 储备金
'chu'bei'liang'ji'jin 储备粮基金
'chu'bu'jian'li 初步建立
'chu'can'e 樗蚕蛾
'chu'cao'cha 除草叉
'chu'cao'chu 除草锄
'chu'cao'dan 除草丹
'chu'cao'ji 除草剂
'chu'cao'ji 除草机
'chu'cao'ji'hun'ji 除草剂混剂
'chu'cao'mi 除草醚
'chu'cao'pa 除草耙
'chu'cao'tong 除草通
'chu'chang'jia 出厂价
'chu'chong'ju'su 除虫菊素
'chu'chong'niao 除虫脲
'chu'chong'wei 畜虫威
'chu'chong'wei 除虫威
'chu'deng'jiao'yu 初等教育
'chu'di 锄地
'chu'dong'che'liang 出动车辆
'chu'dong'jian'ce 出动监测
'chu'dong'xuan'chuan'che 出动宣传车
'chu'dong'xuan'chuan'che'liang 出动宣传车辆
'chu'dong'zhi'fa'ren'yuan 出动执法人员
'chu'dou'you 除豆莠
'chu'fa'dian 出发点
'chu'fang 厨房
'chu'fang 处方
'chu'gu 出菇
'chu'hai'lin 除害磷
'chu'he'neng 除禾能
'chu'he'shou'ru 出和收入
'chu'hua 初花
'chu'hua'qi 初花期
'chu'ji 雏鸡
'chu'ji'chan'pin 初级产品
'chu'ji'cheng'fen 初级成分
'chu'ji'jie'duan 初级阶段
'chu'ji'ling'hun 触及灵魂
'chu'jing 楚粳
'chu'jing'xiang 楚粳香
'chu'jing'you 楚粳优
'chu'ju 雏菊
'chu'kou 出口
'chu'kou'shang 出口商
'chu'lan 畜栏
'chu'li 处理
'chu'li'bu'jian 处理部件
'chu'mai 楚麦
'chu'miao'lv 出苗率
'chu'nian 初年
'chu'pi'lin 畜蜱磷
'chu'ping 初评
'chu'qin'ran 初侵染
'chu'qun'jie'gou 畜群结构
'chu'qun'zai'sheng'chan'zhi'biao'ti'xi 畜群再生产指标体系
'chu'qun'zhou'zhuan'biao 畜群周转表
'chu'qun'zhou'zhuan'ji'hua 畜群周转计划
'chu'rang'jin 出让金
'chu'ren'ji'zhe 初任记者
'chu'ru'jing 出入境
'chu'ru'jing'zhi'wu'jian'yan'jian'yi'gong'zuo 出入境植物检验检疫工作
'chu'ru'kou 出入口
'chu'san'cai 除三菜
'chu'san'leng 除三棱
'chu'sheng'lv 出生率
'chu'shu 处暑
'chu'tian'you 除田莠
'chu'xian'jia'gu 除险加固
'chu'xian'le 出现了
'chu'xian'wei 除线威
'chu'xiong 楚雄
'chu'xiong'bao 楚雄报
'chu'xiong'dian'shi'tai 楚雄电视台
'chu'xiong'fen'hui'chang 楚雄分会场
'chu'xiong'shi 楚雄市
'chu'xiong'yi'zu'zi'zhi'zhou 楚雄彝族自治州
'chu'xiong'zhou 楚雄州
'chu'ya 出芽
'chu'ya'tong 除芽通
'chu'ying'wei 除蝇威
'chu'yong'yao 畜用药
'chu'yun 储运
'chu'zhang 处长
'chu'zhuang 储装
'chu'zu'che 出租车
'chu'zu'che'si'ji 出租车司机
'chu'zu'qi'che 出租汽车
'chuan'bo 传播
'chuan'bo'hang'xing'lv 船舶航行率
'chuan'bo'mei'dun'wei'sheng'chan'liang 船舶每吨位生产量
'chuan'bo'ping'jun'mei'ci'zai'gang'ting'bo'tian'shu 船舶平均每次在港停泊天数
'chuan'bo'wei'hai 传播为害
'chuan'bo'ying'yun'lv 船舶营运率
'chuan'bo'zai'zhong'liang'li'yong'lv 船舶载重量利用率
'chuan'bo'zhi'shi 传播知识
'chuan'cheng 传承
'chuan'da'wen'jian 传达文件
'chuan'da'wen'jian'jing'shen 传达文件精神
'chuan'dan 传单
'chuan'di'xin'xi 传递信息
'chuan'dong'zhou 传动轴
'chuan'gan'qi 传感器
'chuan'hua 串花
'chuan'kong 穿孔
'chuan'kong'ji 穿孔机
'chuan'kong'ka'pian 穿孔卡片
'chuan'kong'zhi'dai 穿孔纸带
'chuan'lian'su 川楝素
'chuan'neng'xian'mi'du 传能线密度
'chuan'ru 传入
'chuan'shan'jia 穿山甲
'chuan'shang'jiao'huo'jia 船上交货价
'chuan'shou 传授
'chuan'shou'ji'shu 传授技术
'chuan'tong'nong'ye 传统农业
'chuan'wan 传完
'chuan'xin'lian 穿心莲
'chuan'xing'de 串行的
'chuan'you 川油
'chuan'yue 穿越
'chuan'zhen 传真
'chuang'ban'ren 创办人
'chuang'ban'zi'ben 创办资本
'chuang'dan 床单
'chuang'hui'nong'ye 创汇农业
'chuang'jia'bing 疮痂病
'chuang'jian 创建
'chuang'jian'huo'dong 创建活动
'chuang'jian'shi'fan'ji'di 创建示范基地
'chuang'tou 创投
'chuang'tou'deng 床头灯
'chuang'tu 床土
'chuang'xin'nian 创新年
'chuang'xin'si'lu 创新思路
'chuang'zao'xin'ye'ji 创造新业绩
'chuang'zhao 床罩
'chui'liu 垂柳
'chui'mian'jie 吹绵蚧
'chui'shi'fen'sui'ji 锤式粉碎机
'chui'xiang 吹响
'chui'zhe 吹着
'chui'zhi'yi'ti'hua 垂直一体化
'chun'bo 春播
'chun'bo'chun'zhong 春播春种
'chun'bo'chun'zhong'jin'du 春播春种进度
'chun'bo'chun'zhong'sheng'chan'gong'zuo 春播春种生产工作
'chun'bo'zuo'wu 春播作物
'chun'cheng 春城
'chun'cheng'wan'bao 春城晚报
'chun'chi'huo 春尺蠖
'chun'chu 春初
'chun'dan 纯氮
'chun'duo'duo 春多多
'chun'fen 春分
'chun'geng'chun'zhong 春耕春种
'chun'geng'chun'zhong'gong'zuo 春耕春种工作
'chun'geng'fu'wu 春耕服务
'chun'geng'fu'wu'gong'zuo'zu 春耕服务工作组
'chun'geng'gong'zuo 春耕工作
'chun'geng'sheng'chan 春耕生产
'chun'geng'sheng'chan'an'quan 春耕生产安全
'chun'geng'sheng'chan'di'yi'xian 春耕生产第一线
'chun'geng'sheng'chan'gong'zuo 春耕生产工作
'chun'geng'sheng'chan'yong'shui 春耕生产用水
'chun'han 春旱
'chun'hua 春化
'chun'ji 春季
'chun'ji'xing'dong 春季行动
'chun'jia 纯钾
'chun'jie 春节
'chun'lan 春兰
'chun'lei'mei'su 春雷霉素
'chun'lei'yang'lv'tong 春雷氧氯铜
'chun'lin 纯磷
'chun'lv 纯氯
'chun'mo 春末
'chun'mo'xia'chu 春末夏初
'chun'ri'mei'su 春日霉素
'chun'shou'yi 纯收益
'chun'sui'ji'chou'yang 纯随机抽样
'chun'xia 春夏
'chun'xia'qiu'dong 春夏秋冬
'chun'xiang 椿象
'chun'xiao'mai 春小麦
'chun'xing 春性
'chun'zhong 春种
'chun'zhong'ji'hua 春种计划
'chun'zhong'ji'hua'ren'wu 春种计划任务
'chun'zhong'ma 纯种马
'chun'zhong'mian'ji 春种面积
'chun'zhong'nong'zuo'wu 春种农作物
'chun'zuo 纯作
'ci'ba 词霸
'ci'cai'ji 刺菜蓟
'ci'cun'chu'qi 磁存储器
'ci'dao 磁道
'ci'dian 词典
'ci'e 雌鹅
'ci'er'cai 刺儿菜
'ci'gou 雌狗
'ci'gu 慈姑
'ci'gu 慈菇
'ci'gu 磁鼓
'ci'gu 茨菰
'ci'gu'ling 茨菰灵
'ci'guo'fan'li'zhi 刺果番荔枝
'ci'hua'lian'zi'cao 刺花莲子草
'ci'ku 词库
'ci'lv 雌驴
'ci'ma 雌马
'ci'ma'ju 雌马驹
'ci'mao 雌猫
'ci'mian'yang 雌绵羊
'ci'niu 雌牛
'ci'rui 雌蕊
'ci'shan'can'hui 慈善餐会
'ci'shan'gan 刺山柑
'ci'shan'yang 雌山羊
'ci'sheng'lin'gai'zao'mian'ji'he'ji'di'geng'xin'mian'ji 次生林改造面积和迹地更新面积
'ci'shu'duo 次数多
'ci'sui 雌穗
'ci'tou'bi 磁头臂
'ci'wei 刺猬
'ci'xi 刺吸
'ci'xi'shi 刺吸式
'ci'xi'shi'kou'qi 刺吸式口器
'ci'xin'cun'chu'qi 磁心存储器
'ci'xing 磁性
'ci'xiong'hua'qi 雌雄花期
'ci'xuan 磁选
'ci'zhu 雌猪
'ci'zhuan 瓷砖
'cong'ai'bing 丛矮病
'cong'ji'ma 葱蓟马
'cong'lian 葱莲
'cong'shi 从事
'cong'shu 丛数
'cong'suan'lei'shu'cai 葱蒜类蔬菜
'cong'yan'zhi'dang 从严治党
'cong'zhi'bing 丛枝病
'cou'xiang 凑响
'cu'dao'bing 猝倒病
'cu'ding'wei 促丁威
'cu'fa'zhan 促发展
'cu'fang'geng'zuo 粗放耕作
'cu'jia'gong'shui'chan'pin 粗加工水产品
'cu'jin 促进
'cu'jin'cai'zheng'shou'ru'de'zeng'jia 促进财政收入的增加
'cu'jin'le 促进了
